student_id,exam_result,course_id,course_title,engagement_quizzes,engagement_exams,engagement_lessons
260572,67,7,"Introduction to Data and Data Science",1,1,0
260572,67,7,"Introduction to Data and Data Science",1,1,0
260572,67,7,"Introduction to Data and Data Science",1,1,0
260572,67,7,"Introduction to Data and Data Science",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,37,"Machine Learning in Python",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,32,"Deep Learning with TensorFlow 2",1,1,0
260572,67,30,"Git and GitHub",1,1,0
260572,67,30,"Git and GitHub",1,1,0
260572,67,22,Mathematics,1,1,0
260572,67,22,Mathematics,1,1,0
260572,67,22,Mathematics,1,1,0
260572,67,22,Mathematics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
260572,67,21,Statistics,1,1,0
